Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,What is your gender? - Prefer to self-describe - Text,In which country do you currently reside?,What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,Select the title most similar to your current role (or most recent title if retired): - Selected Choice,Select the title most similar to your current role (or most recent title if retired): - Other - Text,What is the size of the company where you are employed?,Approximately how many individuals are responsible for data science workloads at your place of business?,Does your current employer incorporate machine learning methods into their business?
462,40-44,Male,-1,United States of America,Professional degree,Statistician,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
902,35-39,Male,-1,India,Master’s degree,Data Scientist,-1,0-49 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
421,25-29,Male,-1,Japan,Doctoral degree,Research Scientist,-1,"> 10,000 employees",0,"We recently started using ML methods (i.e., models in production for less than 2 years)"
343,55-59,Male,-1,Australia,Doctoral degree,Not employed,-1,,,
284,40-44,Male,-1,Brazil,Bachelor’s degree,Not employed,-1,,,
425,22-24,Male,-1,Taiwan,Master’s degree,Student,-1,,,
868,30-34,Male,-1,India,Professional degree,Business Analyst,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
274,50-54,Male,-1,United States of America,Doctoral degree,Research Scientist,-1,"> 10,000 employees",0,I do not know
235,30-34,Male,-1,Mexico,Some college/university study without earning a bachelor’s degree,Student,-1,,,
576,25-29,Female,-1,United States of America,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
4315,55-59,Male,-1,India,Master’s degree,Product/Project Manager,-1,50-249 employees,14-Oct,We are exploring ML methods (and may one day put a model into production)
4156,22-24,Male,-1,Egypt,Bachelor’s degree,Data Scientist,-1,250-999 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1208,25-29,Male,-1,India,Master’s degree,Data Scientist,-1,"1000-9,999 employees",4-Mar,We use ML methods for generating insights (but do not put working models into production)
732,30-34,Male,-1,India,Bachelor’s degree,Software Engineer,-1,250-999 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
483,50-54,Male,-1,Sweden,Master’s degree,Other,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
1627,18-21,Female,-1,Nigeria,Bachelor’s degree,Data Scientist,-1,0-49 employees,2-Jan,No (we do not use ML methods)
1026,45-49,Male,-1,United States of America,Master’s degree,Data Analyst,-1,"1000-9,999 employees",2-Jan,No (we do not use ML methods)
410,30-34,Male,-1,Canada,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)"
4941,25-29,Male,-1,Norway,Master’s degree,Data Scientist,-1,"1000-9,999 employees",2-Jan,We are exploring ML methods (and may one day put a model into production)
426,22-24,Male,-1,Pakistan,Master’s degree,Student,-1,,,
270,18-21,Male,-1,Russia,Bachelor’s degree,Student,-1,,,
419,30-34,Male,-1,Other,Master’s degree,Research Scientist,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
827,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
576,25-29,Female,-1,India,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
345,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
465,25-29,Male,-1,Netherlands,Bachelor’s degree,Data Scientist,-1,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
554,30-34,Male,-1,United States of America,Master’s degree,Data Analyst,-1,"1000-9,999 employees",20+,We are exploring ML methods (and may one day put a model into production)
854,35-39,Male,-1,India,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
753,40-44,Male,-1,Japan,Doctoral degree,Research Scientist,-1,"1000-9,999 employees",20+,We use ML methods for generating insights (but do not put working models into production)
402,25-29,Male,-1,Spain,Master’s degree,Data Scientist,-1,"1000-9,999 employees",9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
646,45-49,Male,-1,United States of America,Master’s degree,Other,11,0-49 employees,14-Oct,"We have well established ML methods (i.e., models in production for more than 2 years)"
550,30-34,Male,-1,South Africa,Master’s degree,Software Engineer,-1,250-999 employees,4-Mar,No (we do not use ML methods)
538,50-54,Male,-1,United States of America,Bachelor’s degree,Software Engineer,-1,"1000-9,999 employees",14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
285,30-34,Female,-1,United States of America,Master’s degree,Student,-1,,,
398,30-34,Female,-1,United States of America,Bachelor’s degree,Data Analyst,-1,0-49 employees,20+,We use ML methods for generating insights (but do not put working models into production)
665,60-69,Male,-1,United States of America,Doctoral degree,Other,12,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
1857,30-34,Male,-1,Czech Republic,Master’s degree,Other,13,50-249 employees,9-May,No (we do not use ML methods)
613,30-34,Male,-1,Thailand,Master’s degree,Data Scientist,-1,0-49 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
691,30-34,Male,-1,Taiwan,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
1485,25-29,Male,-1,Netherlands,Doctoral degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
734,40-44,Male,-1,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
398,18-21,Male,-1,Nigeria,Master’s degree,Not employed,-1,,,
560,22-24,Male,-1,China,Master’s degree,Student,-1,,,
815,30-34,Male,-1,India,Bachelor’s degree,DBA/Database Engineer,-1,"> 10,000 employees",2-Jan,We are exploring ML methods (and may one day put a model into production)
728,35-39,Male,-1,South Korea,Master’s degree,Data Scientist,-1,"1000-9,999 employees",15-19,We use ML methods for generating insights (but do not put working models into production)
423,18-21,Male,-1,India,I prefer not to answer,Student,-1,,,
901,45-49,Male,-1,Turkey,Doctoral degree,Research Scientist,-1,"1000-9,999 employees",14-Oct,No (we do not use ML methods)
465,45-49,Male,-1,United States of America,Master’s degree,Research Scientist,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
398,40-44,Male,-1,Indonesia,Bachelor’s degree,Other,7,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
817,22-24,Male,-1,France,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
2536,45-49,Male,-1,United States of America,Master’s degree,Other,14,"1000-9,999 employees",2-Jan,We are exploring ML methods (and may one day put a model into production)
221,25-29,Male,-1,Israel,Doctoral degree,Student,-1,,,
643,25-29,Female,-1,Morocco,Doctoral degree,Student,-1,,,
3550,25-29,Female,-1,Turkey,Bachelor’s degree,Data Analyst,-1,250-999 employees,0,No (we do not use ML methods)
591,22-24,Female,-1,India,Master’s degree,Other,-1,"> 10,000 employees",20+,I do not know
516,40-44,Male,-1,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,-1,"> 10,000 employees",9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
692,35-39,Male,-1,Japan,Master’s degree,Data Scientist,-1,"> 10,000 employees",9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
2186,50-54,Male,-1,Italy,Master’s degree,Software Engineer,-1,50-249 employees,2-Jan,No (we do not use ML methods)
416,30-34,Male,-1,Switzerland,Doctoral degree,Data Scientist,-1,0-49 employees,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
432,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
555,40-44,Male,-1,United States of America,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
525,22-24,Male,-1,India,Bachelor’s degree,Software Engineer,-1,0-49 employees,2-Jan,No (we do not use ML methods)
818,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
333,22-24,Female,-1,Russia,Master’s degree,Not employed,-1,,,
436,22-24,Male,-1,United States of America,Master’s degree,Data Scientist,-1,250-999 employees,4-Mar,We use ML methods for generating insights (but do not put working models into production)
573,60-69,Male,-1,United States of America,Master’s degree,Other,15,50-249 employees,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
333,22-24,Male,-1,Pakistan,Bachelor’s degree,Student,-1,,,
1367,30-34,Male,-1,India,Doctoral degree,Data Analyst,-1,"1000-9,999 employees",4-Mar,We use ML methods for generating insights (but do not put working models into production)
915,25-29,Male,-1,Mexico,Master’s degree,Data Scientist,-1,50-249 employees,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
747,30-34,Male,-1,Other,Master’s degree,Data Scientist,-1,50-249 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
843,30-34,Male,-1,Italy,Doctoral degree,Research Scientist,-1,250-999 employees,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
509,35-39,Male,-1,Other,Doctoral degree,Data Scientist,-1,0-49 employees,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
3445,30-34,Male,-1,South Africa,Professional degree,Product/Project Manager,-1,"1000-9,999 employees",15-19,"We recently started using ML methods (i.e., models in production for less than 2 years)"
870,50-54,Male,-1,Brazil,Master’s degree,Statistician,-1,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
485,22-24,Female,-1,Pakistan,Master’s degree,Research Scientist,-1,0-49 employees,0,I do not know
2378,35-39,Male,-1,Portugal,Master’s degree,Other,16,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
785,30-34,Male,-1,Germany,Doctoral degree,Data Scientist,-1,250-999 employees,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
595,25-29,Male,-1,United States of America,Master’s degree,Statistician,-1,"1000-9,999 employees",0,We use ML methods for generating insights (but do not put working models into production)
382,60-69,Male,-1,United States of America,Bachelor’s degree,Software Engineer,-1,0-49 employees,0,We are exploring ML methods (and may one day put a model into production)
1696,40-44,Male,-1,Argentina,Master’s degree,Business Analyst,-1,"1000-9,999 employees",9-May,We are exploring ML methods (and may one day put a model into production)
186,40-44,Female,-1,United States of America,Professional degree,Other,-1,0-49 employees,0,No (we do not use ML methods)
3524,25-29,Male,-1,Brazil,Bachelor’s degree,Product/Project Manager,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
512,50-54,Male,-1,Italy,Some college/university study without earning a bachelor’s degree,Software Engineer,-1,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
149,18-21,Male,-1,Viet Nam,Bachelor’s degree,Student,-1,,,
1181,25-29,Male,-1,United States of America,Master’s degree,Software Engineer,-1,"> 10,000 employees",20+,No (we do not use ML methods)
241,30-34,Male,-1,United States of America,Doctoral degree,Student,-1,,,
408,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
506,35-39,Male,-1,Netherlands,Doctoral degree,Data Scientist,-1,"> 10,000 employees",9-May,We use ML methods for generating insights (but do not put working models into production)
